title,authors,average_rating,num_pages,ratings_count,isbn13
The Great Ape Project: Equality Beyond Humanity,Paola Cavalieri/Peter Singer,4.05,312,86,9780312118181
Walking With the Great Apes: Jane Goodall  Dian Fossey  Birute Galdikas,Sy Montgomery,4.18,280,4,9780395515976
The Nature of Play: Great Apes and Humans,Anthony D. Pellegrini/Peter K. Smith,4.33,308,3,9781593851170
Alvin Journeyman (Tales of Alvin Maker  #4),Orson Scott Card,3.73,381,13694,9780312850531
Star Trek Voyager Companion,Paul Ruditis,3.95,482,162,9780743417518
Dodge Caravan/Plymouth Voyager/Chrysler Town & Country 96-02 (Haynes Manuals),L. Alan LeDoux,3.93,336,14,9781563924699
Evolution (Star Trek Voyager: String Theory  #3),Heather Jarman,3.78,416,324,9781416507819
Masterpieces: The Best Science Fiction of the Twentieth Century,Orson Scott Card/Isaac Asimov/William Gibson/Michael Swanwick/Theodore Sturgeon/Larry Niven/Robert Silverberg/Harry Turtledove/James Blish/George R.R. Martin/James Patrick Kelly/Karen Joy Fowler/Arthur C. Clarke/Lloyd Biggle Jr./Terry Bisson/Poul Anderson/John Kessel/R.A. Lafferty/C.J. Cherryh/Lisa Goldstein/Edmond Hamilton/Robert A. Heinlein/Ursula K. Le Guin/Ray Bradbury/Frederik Pohl/Harlan Ellison/George Alec Effinger/Brian W. Aldiss,4.21,422,1202,9780441011339
Earthborn (Homecoming Saga #5),Orson Scott Card,3.41,378,64,9780312930400
First Meetings: In the Enderverse,Orson Scott Card,3.84,228,69,9781841493114
Wyrms,Orson Scott Card,3.38,336,4984,9780765305602
The Abyss,Orson Scott Card/James Francis Cameron,4.07,363,17911,9780099690603
Shadow Puppets (Shadow Series  #3),Orson Scott Card,3.89,345,3,9780641573040
Pastwatch: The Redemption of Christopher Columbus,Orson Scott Card,3.97,402,12940,9780812508642
This Is the Way the World Ends,James K. Morrow,3.75,319,1312,9780156002080
Galapagos: World's End,William Beebe,3.84,528,31,9780486256429
The Well At The World's End: Volume I,William Morris/Lin Carter,3.81,332,257,9781587150883
The Well at the World's End: Volume II,William Morris,3.9,252,14,9781587150890
Lost Boys,Orson Scott Card,3.59,448,7469,9780517125779
The Worthing Saga (Worthing  #1-3),Orson Scott Card,3.85,463,8064,9780812533316
The Rocky Road to Romance (Elsie Hawkins #4),Janet Evanovich,3.67,249,9669,9780060598891
Love Overboard,Janet Evanovich,3.65,244,11448,9780060598846
Back to the Bedroom (Elsie Hawkins #1),Janet Evanovich,3.68,234,10077,9780060598853
More Plums in One (Stephanie Plum  #4-6),Janet Evanovich,4.45,792,219,9780312362966
Full Blast (Full #4),Janet Evanovich/Charlotte Hughes,3.83,344,12363,9780312983307
Metro Girl (Alex Barnaby  #1),Janet Evanovich,3.62,374,28987,9780060584023
To the Nines (Stephanie Plum  #9),Janet Evanovich,4.17,320,94990,9780747267638
Full Speed (Full  #3),Janet Evanovich/Charlotte Hughes,3.83,344,11280,9780755301973
Love Overboard,Janet Evanovich/C.J. Critt,3.65,5,95,9780060736958
The Rocky Road to Romance (Elsie Hawkins  #4),Janet Evanovich/C.J. Critt,3.67,5,93,9780060738259
Two for the Dough (Stephanie Plum  #2),Janet Evanovich,4.11,325,2509,9780312948962
The Full Box (Full  #1-4),Janet Evanovich/Charlotte Hughes,4.29,0,101,9781593979263
Hard Eight (Stephanie Plum  #8),Janet Evanovich,4.17,339,155,9780747267621
Metro Girl (Alex Barnaby  #1),Janet Evanovich/C.J. Critt,3.62,6,79,9780061126529
Martian Time-Slip,Philip K. Dick,3.77,226,353,9781857988376
The Martians (Mars Trilogy  #3.5),Kim Stanley Robinson,3.56,434,1495,9780553574012
Pirates of Venus (Venus  #1),Edgar Rice Burroughs/Thomas Floyd/F. Paul Wilson/Phillip R. Burger,3.7,179,1235,9780803261839
Swords of Mars (Barsoom  #8),Edgar Rice Burroughs,3.82,191,2812,9780345329561
The Chessmen of Mars (Barsoom #5),Edgar Rice Burroughs/John Bolen,3.83,0,5147,9781400130214
The Warlord of Mars (Barsoom  #3),Edgar Rice Burroughs/John Bolen,3.86,6,9350,9781400130221
Synthetic Men of Mars (Barsoom  #9),Edgar Rice Burroughs,3.78,160,2601,9780345339300
The Master Mind of Mars (Barsoom #6),Edgar Rice Burroughs,3.85,160,3949,9780345334244
A Fighting Man of Mars (Barsoom  #7),Edgar Rice Burroughs,3.84,239,3169,9780345345110
Thuvia  Maid of Mars (Barsoom  #4),Edgar Rice Burroughs,3.75,160,6313,9780345339935
John Carter of Mars (Barsoom #11),Edgar Rice Burroughs,3.82,167,3703,9780345329554
A Princess of Mars (Barsoom  #1),Edgar Rice Burroughs/John Seelye,3.81,186,38926,9780143104889
Escape on Venus (Venus  #4),Edgar Rice Burroughs,3.7,246,9,9780345370112
Tarzan of the Apes: Tarzan of the Apes/The Son of Tarzan/Tarzan at the Earth's Core/Tarzan Triumphant,Edgar Rice Burroughs/Esteban Maroto/J. Allen St. John/Studley Burroughs,4.14,848,29,9780517659571
Tarzan of the Apes (Tarzan  #1),Edgar Rice Burroughs,3.9,324,31734,9780809599813
Murder in the Bastille (Aimee Leduc Investigations  #4),Cara Black,3.73,276,1198,9781569473641
The Thirteenth Tale,Diane Setterfield,3.96,406,239809,9780743298025
Market Forces,Richard K. Morgan,3.59,464,5593,9780345457745
Black Widow: The Things They Say About Her,Richard K. Morgan/Bill Sienkiewicz/Sean Phillips,3.47,144,302,9780785117681
Black Widow: Homecoming,Richard K. Morgan/Bill Sienkiewicz/Goran Parlov,3.79,144,617,9780785114932
Ragtime,E.L. Doctorow,3.88,369,210,9780553135428
Ragtime in Simla (Joe Sandilands  #2),Barbara Cleverly,3.84,368,60,9780385339728
Thank You for Smoking,Christopher Buckley,3.93,272,9900,9780812976526
The Crossing,Cormac McCarthy,4.13,425,232,9780517168950
Cities of the Plain (The Border Trilogy  #3),Cormac McCarthy,4.09,292,17475,9780679747192
The Agony and the Ecstasy: A Biographical Novel of Michelangelo,Irving Stone,4.07,776,917,9780451213235
The Agony and the Ecstasy,Irving Stone,4.07,777,160,9780099416272
Harvest,Tess Gerritsen,4.11,368,15619,9780671553029
Story of O (Story of O #1),Pauline Réage/Sabine d'Estree,3.32,199,12840,9780345301116
Story of O,Pauline Réage/John Paul Hand,3.32,224,446,9781562010355
The O. Henry Prize Stories 2003,Laura Furman/David Guterson/Diane Johnson/Jennifer Egan,3.78,384,138,9781400031313
The Illustrated Story Of O,Doris Kloster/Pauline Réage,3.96,160,24,9780312266059
The Valley of Vision: A Collection of Puritan Prayers and Devotions,Arthur Bennett,4.54,223,9476,9780851512280
Valley Of Silence (Circle Trilogy  #3),Nora Roberts,4.22,318,1372,9780515141672
Revolution in The Valley: The Insanely Great Story of How the Mac Was Made,Andy Hertzfeld/Steve Wozniak,4.18,291,1900,9780596007195
The Valley of Horses (Earth's Children  #2),Jean M. Auel,4.0,544,59723,9780553381665
How Green Was My Valley,Richard Llewellyn,4.18,448,12351,9780141185859
Once A Warrior King: Memories of an Officer in Vietnam,David Donovan,4.27,352,413,9780345479075
Once a Warrior (Warriors  #1),Karyn Monk,3.75,384,309,9780553574227
Time and Again (Time  #1),Jack Finney,3.96,399,13760,9780575073609
Time and Again (Time Travel #1-2),Nora Roberts,3.77,505,302,9780373285334
Time and Again: Time Was / Times Change,Nora Roberts,3.77,505,7574,9780373484416
Meeting Jesus Again for the First Time: The Historical Jesus and the Heart of Contemporary Faith,Marcus J. Borg,4.12,160,4272,9780060609177
Reading the Bible Again for the First Time: Taking the Bible Seriously but Not Literally,Marcus J. Borg,4.13,321,2959,9780060609191
The Complete Idiot's Guide to Business Plans,Gwen Moran,3.32,314,16,9781592574001
PHP and MySQL Web Development (Developer's Library),Luke Welling/Laura Thomson,3.96,1008,590,752063326725
Beginning PHP and MySQL 5: From Novice to Professional,W. Jason Gilmore,3.72,913,158,9781590595527
PHP & MySQL For Dummies,Janet Valade,3.55,436,145,9780470096000
PHP and MySQL for Dummies,Janet Valade,3.55,456,12,9780764555893
Graphic Design Now,Charlotte Fiell/Peter Fiell,3.43,349,67,9783822847787
Michael Moore's Fahrenheit 9/11: How One Film Divided a Nation,Robert Brent Toplin,3.44,161,9,9780700614523
My Dirty Thirties: Romantic Hedonism,Kelly  Carr,3.0,144,8,9781932420340
The Life and Opinions of Tristram Shandy  Gentleman,Laurence Sterne/Robert Folkenflik,3.74,704,96,9780375761195
La fortaleza digital,Dan Brown/Eduardo García Murillo,3.65,440,1078,9788489367012
The United States of Europe: The New Superpower and the End of American Supremacy,T.R. Reid,3.62,320,691,9780143036081
Europe on a Shoestring,Sarah Johnstone/Aaron Anderson/Sarah  Andrews/Lonely Planet,4.05,1284,357,9781741045918
Europe and the People Without History,Eric R. Wolf,4.12,534,995,9780520048980
A History of Modern Europe  Volume 2: From the French Revolution to the Present,John M. Merriman,4.0,1040,62,9780393924954
How Europe Underdeveloped Africa,Walter Rodney/Vincent Harding,4.27,312,2088,9780882580968
Europe: A History,Norman Davies,4.17,1392,3394,9780060974688
The Basketball Diaries,Jim Carroll,3.95,224,308,9780140249996
The Basketball Diaries and the Book of Nods,Jim Carroll,4.25,320,85,9780571148431
The 10 Commandments of Parenting: The Do's and Don'ts for Raising Great Kids,Ed  Young,4.0,224,25,9780802431486
Unsung Heroes Of Rock 'n' Roll: The Birth Of Rock In The Wild Years Before Elvis,Nick Tosches,4.11,288,334,9780306808913
In the Hand of Dante,Nick Tosches,3.18,384,683,9780316735643
Ray Bradbury's Fahrenheit 451,Harold Bloom,4.18,147,991,9780791059296
Schott's Original Miscellany,Ben Schott/Collin Deckerman,4.08,158,1379,9781582343495
Mind Over Money: How to Match Your Emotional Style to a Winning Financial Strategy,John W. Schott/Jean S. Arbeiter,2.67,260,3,9780316773782
Blowback (Scot Harvath  #4),Brad Thor,4.18,575,13546,9781416505419
The Sorrows of Empire: Militarism  Secrecy  and the End of the Republic,Chalmers Johnson/Shara Kay,4.13,389,1332,9780805077971
Bouvard and Pecuchet,Gustave Flaubert/Αχιλλέας Κυριακίδης/Mark Polizzotti/Raymond Queneau,3.86,328,2820,9781564783936
Voyage of the Turtle: In Pursuit of the Earth's Last Dinosaur,Carl Safina,4.24,383,644,9780805078916
Thirteen Moons on Turtle's Back,Joseph Bruchac/Jonathan London/Thomas Locker,4.08,32,318,9780698115842
One Tiny Turtle,Nicola Davies/Jane Chapman,4.13,32,518,9780763623111
Turtle Island,Gary Snyder/Michael Corr,4.09,112,3809,9780811205467
Turtles  Termites  and Traffic Jams: Explorations in Massively Parallel Microworlds,Mitchel Resnick,3.86,184,131,9780262680936
Turtle Moon,Alice Hoffman,3.83,275,7545,9780099429166
Aquatic Turtles: Sliders  Cooters  Painted  and Map Turtles,Richard D. Bartlett/Patricia P. Bartlett,3.8,46,20,9780764122781
Turtles & Tortoises for Dummies,Liz Palika,3.57,328,53,9780764553134
The Turtle and the Monkey,Paul Galdone/Joanna Galdone,3.74,32,58,9780395544259
Turtle Diary,Russell Hoban,4.0,182,893,9780747548317
Lessons from Turtle Island: Native Curriculum in Early Childhood Classrooms,Guy W. Jones/Sally Moomaw,4.35,208,16,9781929610259
Inside Himalaya,Basil Pao/Michael Palin,4.0,200,30,9780297843702
Youth in Revolt: The Journals of Nick Twisp : Volumes I  II  III/Youth in Revolt/Youth in Bondage/Youth in Exile,C.D. Payne,4.04,503,29,9781882647002
The Demon Princes  Volume One: The Star King  The Killing Machine  The Palace of Love,Jack Vance,4.25,446,1134,9780312853020
Lurulu,Jack Vance,3.59,204,276,9780312872793
Lyonesse: Suldrun's Garden (Lyonesse  #1),Jack Vance,3.93,436,130,9780425058732
Jack Vance: Critical Appreciations and a Bibliography,A.E. Cunningham/Harlan Ellison/Charles F. Miller/Terry Dowling/Paul Rhoads/Jack Vance/Tom Shippey/Gene Wolfe/David Langford/Dan Simmons/David Mathew,4.15,232,13,9780712311021
Galactic Effectuator,Jack Vance,3.69,219,286,9780441272327
The SFWA Grand Masters 3,Frederik Pohl/Lester del Rey/Damon Knight/A.E. van Vogt/Jack Vance,4.02,448,8,9780312868772
The Languages of Pao,Jack Vance,3.8,224,894,9780743487146
The Last Castle,Jack Vance,3.79,115,841,9780425084786
Madouc (Lyonesse  #3),Jack Vance,4.15,426,1825,9780441505326
Ports of Call,Jack Vance,3.55,300,409,9780312864743
The Demon Princes  Volume Two: The Face  The Book of Dreams,Jack Vance,4.3,397,653,9780312865764
The Green Pearl (Lyonesse  #2),Jack Vance,4.16,407,10,9780441303168
The Last Castle/Nightwings (Tor Double Novel #15),Jack Vance/Robert Silverberg,3.7,182,43,9780812501940
The Many Worlds of Magnus Ridolph,Jack Vance,3.9,174,282,9780879975319
Big Dead Place: Inside the Strange and Menacing World of Antarctica,Nicholas Johnson/Eirik Sonneland,3.72,260,436,9780922915996
Best Science Fiction Stories of Clifford D. Simak,Clifford D. Simak,3.94,253,64,9780446658089
Theodore Rex,Edmund Morris,4.19,555,38131,9780812966008
Oedipus Tyrannus,Sophocles/Theodore F. Brunner/Luci Berkowitz,3.7,272,146,9780393098747
The Rise of Theodore Roosevelt,Edmund Morris,4.23,780,36847,9780375756788
The Scientists: A History of Science Told Through the Lives of Its Greatest Inventors,John Gribbin,4.08,672,892,9780812967883
A History of the Life Sciences,Lois N. Magner/Magner,4.53,514,15,9780824708245
The Art of Innovation: Lessons in Creativity from IDEO  America's Leading Design Firm,Tom Kelley/Jonathan Littman/Tom Peters,3.97,320,6412,9780385499842
Absolute Trust in the Goodness of the Earth: New Poems,Alice Walker,4.02,229,583,9780812971057
I Sold My Soul on Ebay: Viewing Faith Through an Atheist's Eyes,Hemant Mehta/Rob Bell,3.54,224,442,9781400073474
Shadow & Claw (The Book of the New Sun #1-2),Gene Wolfe,4.02,413,13211,9780312890179
Sword & Citadel (The Book of the New Sun #3-4),Gene Wolfe,4.32,411,9426,9780312890186
The Wizard (The Wizard Knight #2),Gene Wolfe,3.86,587,2595,9780765350503
Soldier of Sidon (Latro #3),Gene Wolfe,4.01,320,1063,9780765316646
The Right Stuff,Tom Wolfe,4.24,304,213,9781579124588
Wild Fire (The Hot Zone  #3),Debra Cowan,3.86,250,14,9780373274741
Day and Night,Better Homes and Gardens,0.0,32,0,9780696018824
Romanticism,Hugh Honour,3.75,416,42,9780064300896
No Cherubs for Melanie,James  Hawkins,4.0,394,8,9781550023923
The Fish Kisser,James  Hawkins,3.4,360,9,9780888822406
Street of the Five Moons (Vicky Bliss  #2),Elizabeth Peters,3.95,376,3654,9780380731213
Stand on Zanzibar,John Brunner,3.96,672,12560,9781857988369
The Shockwave Rider,John Brunner,3.95,288,2945,9780345467171
Study Guide to Accompany Brunner and Suddarth's Textbook of Medical-Surgical Nursing,Suzanne C. O'Connell Smeltzer/Brenda G. Bare/Mary Jo Boyer,4.0,400,2,9780781723053
Natural Theology: Comprising Nature & Grace by Professor Dr Emil Brunner & the Reply No! by Dr Karl Barth,Karl Barth/Emil Brunner/Peter Fraenkel,3.72,132,92,9781592441129
Children of the Thunder / The Tides of Time / The Crucible of Time,John Brunner,2.92,800,11,9780517123102
The Sheep Look Up,John Brunner/James John Bell/David Brin,3.95,388,3568,9781932100013
Entry to Elsewhen,John Brunner,3.37,172,58,9780879971540
The Crucible of Time,John Brunner,3.71,416,25,9780345302359
Polymath (Zarathustra Refugee Planets  #2),John Brunner,3.56,156,238,9780879977665
Total Eclipse,John Brunner,3.44,206,288,9780879979119
Manshape,John Brunner,3.11,159,34,9780879977641
Modern Classics of Science Fiction,Gardner Dozois/Damon Knight/R.A. Lafferty/Samuel R. Delany/Brian W. Aldiss/Gene Wolfe/Joanna Russ/James Tiptree Jr./Ursula K. Le Guin/Edward Bryant/Howard Waldrop/Jack Dann/L. Sprague de Camp/Lucius Shepard/Pat Cadigan/John Kessel/William Gibson/Connie Willis/Michael Swanwick/Bruce Sterling/Theodore Sturgeon/Richard McKenna/Cordwainer Smith/Jack Vance/Edgar Pangborn/Keith Roberts/Roger Zelazny,4.17,672,91,9780312088477
The Mammoth Book of Golden Age Science Fiction: Ten Classic Stories from the Birth of Modern Science Fiction Writing,Isaac Asimov/Charles G. Waugh,3.93,512,128,9780786719051
Unearthly Neighbors,Chad Oliver,3.83,208,38,9780517552940
The Shores of Another Sea (Classics of Modern Science Fiction 3),Chad Oliver/George Zebrowski/Isaac Asimov,3.55,214,37,9780517551868
Men  Martians and Machines,Eric Frank Russell/George Zebrowski/Isaac Asimov,3.77,216,164,9780517551851
What are the Seven Wonders of the World?: And 100 Other Great Cultural Lists—Fully Explicated,Peter D'Epiro/Mary Desmond Pinkowish,3.77,560,231,9780385490627
World of Wonders (The Deptford Trilogy  #3),Robertson Davies/Wayne Johnston,4.09,352,3633,9780143039143
Wonder of the World,David Lindsay-Abaire,3.93,72,42,9780822218630
Worlds of Wonder: How to Write Science Fiction & Fantasy,David Gerrold,3.92,246,424,9781582970073
Walking the World in Wonder: A Children's Herbal,Ellen Evert Hopman/Steven Foster,4.29,160,52,9780892818785
Worlds of Wonder,Terry Pastor/Damon Knight/Philip K. Dick/C.M. Kornbluth/Bob Shaw/Frederik Pohl/Alfred Bester/C.L. Moore/Henry Kuttner/Robert Sheckley/James Blish/Cordwainer Smith/Brian W. Aldiss/Jack Vance,4.13,368,0,9780575043558
Sixty Days and Counting (Science in the Capital  #3),Kim Stanley Robinson,3.66,388,1642,9780553803136
Fifty Degrees Below (Science in the Capital  #2),Kim Stanley Robinson,3.69,640,2099,9780553585810
The Gold Coast (Three Californias Triptych  #2),Kim Stanley Robinson,3.7,400,1194,9780312890377
Antarctica,Kim Stanley Robinson,3.78,672,2248,9780553574029
The Wild Shore (Three Californias Triptych  #1),Kim Stanley Robinson,3.75,384,2457,9780312890360
Forty Signs of Rain (Science in the Capital #1),Kim Stanley Robinson,3.54,393,3044,9780553585803
Pacific Edge (Three Californias Triptych  #3),Kim Stanley Robinson,3.78,336,1208,9780312890384
The Memory of Whiteness: A Scientific Romance,Kim Stanley Robinson,3.55,352,448,9780312861438
Secret Identity (Lost  #2),Catherine Hapka,2.93,176,195,9780786890910
Miracleman  Book Three: Olympus,Alan Moore/John Totleben/Steve Oliff/Joe Caramagna/Michael Kelleher/Peter Milligan/Mike Allred,4.39,328,1768,9781560600800
A Thousand Acres,Jane Smiley,3.81,371,53322,9781400033836
Mother's Milk,Edward St. Aubyn,3.76,240,53,9781890447427
From a Limestone Ledge: Some Essays and Other Ruminations about Country Life in Texas,John Graves/Glenn Wolff/Bill Wittliff,4.31,256,67,9780870744853
Possession,A.S. Byatt,3.89,555,62580,9780679735908
The Best American Nonrequired Reading 2004,Dave Eggers/Viggo Mortensen,3.86,407,1234,9780618341238
The Culture of Fear: Why Americans Are Afraid of the Wrong Things,Barry Glassner,3.7,210,3095,9780465014903
Culture of Fear Revisited,Frank Furedi,3.52,236,61,9780826493958
GraceLand,Chris Abani,3.78,336,2121,9780312425289
Raised on Rock: Growing Up at Graceland,David Stanley/Mark Bego,2.75,192,4,9781851588527
The White Widow,Jim Lehrer,3.04,224,181,9781891620416
The Franklin Affair,Jim Lehrer,3.12,208,144,9780345468031
Short List (One-Eyed Mack  #5),Jim Lehrer,4.09,224,23,9780399136658
Fine Lines (One-Eyed Mack  #6),Jim Lehrer,3.23,0,17,9780517164358
Kick the Can (One-Eyed Mack  #1),Jim Lehrer,3.85,223,77,9781571780591
Strangers from a Different Shore: A History of Asian Americans,Ronald Takaki,4.13,640,888,9780316831307
La chute,Albert Camus,4.04,152,87,9780318634876
Syrup,Max Barry,3.88,304,4715,9780140291872
Maple Syrup Cookbook: Over 100 Recipes For Breakfast  Lunch & Dinner,Ken Haedrich,3.81,144,38,9781580174046
Metaconcert (Intervention  #2),Julian May,4.21,282,1389,9780345355249
Surveillance (Intervention  #1),Julian May,4.19,368,1355,9780345355232
The Adversary (Saga of Pliocene Exile  #4),Julian May,4.22,472,4404,9780345352446
Magnificat (Galactic Milieu Trilogy  #3),Julian May,4.21,432,2756,9780345362490
The Sagittarius Whorl (Rampart Worlds #3),Julian May,3.75,384,339,9780345395184
Maison Ikkoku  Volume 7 (Maison Ikkoku  #7),Rumiko Takahashi,4.24,288,305,9781591164852
Ranma 1/2  Vol. 8 (Ranma ½ (US 2nd)  #8),Rumiko Takahashi,4.15,196,1473,9781591161301
Maison Ikkoku  Volume 8 (Maison Ikkoku  #8),Rumiko Takahashi,4.23,288,283,9781591165620
Afterglow: A Last Conversation With Pauline Kael,Francis Davis/Pauline Kael,3.69,134,128,9780306812309
For Keeps: 30 Years at the Movies,Pauline Kael,4.48,1312,373,9780452273085
Hooked: Film Writings 1985-1988,Pauline Kael,4.05,528,93,9780714529035
Flirting With Danger (Samantha Jellicoe  #1),Suzanne Enoch,3.93,384,3625,9780060593636
Flirting with Danger,Linda Turner,3.57,253,6,9780373073160
Flirting With Danger,Kate Walker,3.0,188,12,9780373118182
As Nature Made Him: The Boy Who Was Raised as a Girl,John Colapinto,3.97,320,5456,9780060929596
The Serial Killers Club,Jeff Povey,3.22,279,109,9780446578424
The Savage Wars Of Peace: Soldiers' Voices 1945-1989,Charles Allen,4.5,290,1,9780718128821
Dark Water (Fog Point  #1),Linda Hall,3.66,354,186,9781578569540
The Outlaws of Sherwood,Robin McKinley,3.77,368,9043,9780441013258
Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,4.05,256,63876,9780064404778
Spindle's End,Robin McKinley,3.81,464,189,9780552548229
Imaginary Lands,Robin McKinley/James P. Blaylock/Patricia A. McKillip/Robert Westall/Peter Dickinson/Jane Yolen/P.C. Hodgell/Michael de Larrabetti/Joan D. Vinge,3.59,256,463,9780862032807
The Hero and the Crown (Damar  #2),Robin McKinley,4.21,227,71,9780441004997
Hitty  Her First Hundred Years,Rachel Field/Dorothy P. Lathrop,3.86,256,7097,9780689822841
Rachel Field's Hitty: Her First Hundred Years,Rosemary Wells/Susan Jeffers/Rachel Field,4.0,112,117,9780689817168
Voting Rights Days (Hitty's Travels  #3),Ellen Weiss/Betina Ogden,4.27,75,10,9780689849121
A Christmas Carol (Great Illustrated Classics),Malvina G. Vogel/Charles Dickens,4.36,238,466,9781596792371
Moon in a Dewdrop: Writings of Zen Master Dogen,Dōgen/Kazuaki Tanahashi/Robert Aitken/Reb Anderson/Edward G. Brown/Norman Fischer/Arnold Kotler/Daniel Leighton/Lew Richmond/Katherine Thanas/Brian Unger/Mel Weitsman/Dan Welch/Philip Whalen/David    Schneider,4.28,356,997,9780865471863
Dewdrops on a Lotus Leaf: Zen Poems of Ryokan,Ryōkan/John   Stevens,4.58,120,183,9781590301081
A Green Desire,Anton Myrer/Alastair Westgarth,3.73,576,152,9780060934637
The Big War,Anton Myrer,3.85,512,98,9780060934736
I Heard That Song Before,Mary Higgins Clark,3.82,318,545,9780743264914
Santa Cruise: A Holiday Mystery at Sea,Mary Higgins Clark/Carol Higgins Clark,3.41,261,4844,9781416535522
No Place Like Home,Mary Higgins Clark,3.87,472,11128,9780743497282
Ghost Ship: A Cape Cod Story,Mary Higgins Clark/Wendell Minor,3.73,32,353,9781416935148
Deck the Halls,Mary Higgins Clark/Carol Higgins Clark,3.61,292,7116,9780743418133
On the Street Where You Live,Mary Higgins Clark/Karin Dufner,3.87,387,17988,9780671004538
Silent Night: The Remarkable Christmas Truce of 1914,Stanley Weintraub,3.6,256,4041,9780684866222
Nighttime Is My Time,Mary Higgins Clark,3.82,434,11739,9780743412636
Watchfiends and Rack Screams: Works from the Final Period,Antonin Artaud/Bernard Bador/Clayton Eshleman,4.25,352,261,9781878972187
Inside My Heart: Choosing to Live with Passion and Purpose,Robin McGraw,3.62,221,1113,9780785218364
Lord John and the Brotherhood of the Blade  (Lord John Grey  #2),Diana Gabaldon,3.91,494,17271,9780385337496
Andrew Carnegie and the Rise of Big Business (Library of American Biography Series),Harold C. Livesay,3.25,230,28,9780321432872
How to Develop Self-Confidence and Influence People by Public Speaking,Dale Carnegie,4.14,256,68,9780749305796
The Autobiography of Andrew Carnegie and the Gospel of Wealth,Andrew Carnegie/Gordon Hutner,3.98,336,405,9780451530387
A Fan's Notes,Frederick Exley/Jonathan Yardley,4.08,425,81,9780679602712
My Soul to Keep (African Immortals  #1),Tananarive Due,4.17,346,3799,9780061053665
Joplin's Ghost,Tananarive Due,3.91,496,738,9780743449045
The Living Blood (African Immortals  #2),Tananarive Due,4.34,515,1862,9780671040840
The Good House,Tananarive Due,3.94,597,2679,9780743296168
The Prestige,Christopher Priest,3.89,368,441,9780765356178
The Mammoth Book of Storms  Shipwrecks and Sea Disasters,Richard Russell Lawrence,3.57,512,11,9780786714681
The Stones of Summer,Dow Mossman,3.15,586,421,9781585675173
The Summer House,Jean Stone,3.89,352,128,9780553580839
Peek-a-Boo! (Babyfaces),Roberta Grobel Intrater,3.69,12,111,9780590058964
The BFG: A Set of Plays,Roald Dahl/David Wood,4.26,128,518,9780142407929
Science Notebooks: Writing about Inquiry,Lori Fulton/Brian Campbell/Linda Gregg,3.64,112,55,9780325005683
Interviews with John Kenneth Galbraith (Conversations with Public Intellectuals),John Kenneth Galbraith/James Ronald Stanfield/J. Ron Stanfield/Jacqueline Bloom Stanfield,4.5,247,2,9781578066100
The Economics of Innocent Fraud: Truth for Our Time,John Kenneth Galbraith,3.6,62,225,9780618013241
Robin Williams Web Design Workshop,Robin P. Williams/John Tollett/Dave Rohr,3.8,384,54,9780201748673
The Non-Designer's Web Book,Robin P. Williams/John Tollett,3.66,335,212,9780321303370
Hard Drive: Bill Gates and the Making of the Microsoft Empire,James Wallace/Jim  Erickson,4.11,426,1234,9780887306297
Bill Gates: Computer Legend (Famous Lives),Sara Barton-Wood,5.0,48,0,9780739844328
Chicken Trek,Stephen Manes,4.39,128,96,9780553157161
Make Four Million Dollars by Next Thursday!,Stephen Manes/George Ulrich,3.68,87,79,9780440413707
Slim Down Camp,Stephen Manes,3.9,176,9,9780553233506
The Boy Who Turned Into a TV Set,Stephen Manes/Michael  Bass,4.0,10,8,9780380620005
Masters of Enterprise: Giants of American Business from John Jacob Astor and J.P. Morgan to Bill Gates and Oprah Winfrey,H.W. Brands,4.0,368,101,9780684854731
The Devil in the Junior League,Linda Francis Lee,3.62,336,3852,9780312354954
Prom Anonymous,Blake Nelson,3.42,262,462,9780142407455
The New Rules of High School,Blake Nelson,3.54,224,46,9780142402429
Cool Girl,Blake Nelson/Hans Schumacher,3.76,298,8,9783407788191
They Came from Below,Blake Nelson,3.66,299,189,9780765314239
User,Blake Nelson,3.37,255,81,9780970481719
Exile,Blake Nelson/Francine Kass,3.15,288,159,9780684838380
Girl (Girl  #1),Blake Nelson,3.76,252,2001,9780671897079
My Side of the Mountain (Mountain  #1),Jean Craighead George,4.06,192,55045,9780142401118
The Theban Plays: Oedipus Rex  Oedipus at Colonus & Antigone,Sophocles/George      Young,3.97,176,182,9780486450490
The Jungle,Upton Sinclair/Earl Lee/Kathleen DeGrave,3.74,335,110423,9781884365300
The Jungle Books,Rudyard Kipling/Alev Lytle Croutier,4.02,368,78036,9780451529756
Human Croquet,Kate Atkinson,3.72,352,6917,9780312186883
The Key to Rebecca,Ken Follett/Arto Häilä,3.89,352,19339,9780451207791
Paper Money,Ken Follett,3.32,286,102,9780330345040
Skeleton Coast (Oregon Files  #4),Clive Cussler/Jack Du Brul,4.12,373,7591,9780425211892
Dragon (Dirk Pitt  #10),Clive Cussler,3.92,602,11450,9781416537809
Dark Watch (Oregon Files  #3),Clive Cussler/Jack Du Brul,4.1,357,5956,9780425205594
Black Wind (Dirk Pitt  #18),Clive Cussler/Dirk Cussler,3.86,639,10113,9780425204238
Cyclops (Dirk Pitt  #8),Clive Cussler,3.87,473,11750,9780671704643
Deep Six (Dirk Pitt  #7),Clive Cussler,3.9,535,14501,9781416516859
